Model name;Random seed;Status;Objective;Lower bound;Time;Last solution time;LB time;Solutions;LNS steps;Restarts;Branches;Fails;Memory;Int Vars;IntervalVars;Constraints;Solver;Workers;Time limit;Parameters;CPU;Date
jobshop_la07;1;Optimum;890;890;0.01;0.00;0.00;17;32;2;6283;1578;3054976;0;75;66;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.159Z"
jobshop_la08;1;Optimum;863;863;0.01;0.00;0.00;9;26;1;4359;926;3054848;0;75;66;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.185Z"
jobshop_la09;1;Optimum;951;951;0.02;0.00;0.00;3;8;0;689;6;2740224;0;75;66;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.210Z"
jobshop_la10;1;Optimum;958;958;0.02;0.00;0.00;4;7;0;648;6;2740352;0;75;66;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.236Z"
jobshop_la11;1;Optimum;1222;1222;0.02;0.00;0.00;4;8;0;869;6;3143424;0;100;86;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.279Z"
jobshop_la12;1;Optimum;1039;1039;0.01;0.01;0.00;7;27;1;5220;993;3802624;0;100;86;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.292Z"
jobshop_la13;1;Optimum;1150;1150;0.01;0.00;0.00;6;23;1;3788;510;3802368;0;100;86;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.302Z"
jobshop_la14;1;Optimum;1292;1292;0.02;0.00;0.00;1;4;0;287;2;3143168;0;100;86;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.324Z"
jobshop_la15;1;Optimum;1207;1207;0.01;0.01;0.00;27;59;6;14714;4603;3802752;0;100;86;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.342Z"
jobshop_la16;1;Optimum;945;945;0.04;0.04;0.04;27;791;18;68249;28327;3883968;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.387Z"
jobshop_la17;1;Optimum;784;784;0.02;0.02;0.02;35;130;10;24390;8090;3848832;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.428Z"
jobshop_la18;1;Optimum;848;848;0.04;0.03;0.03;35;639;12;56395;23900;3865216;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.467Z"
jobshop_la19;1;Optimum;842;842;0.13;0.12;0.13;33;2202;33;186048;83352;3884672;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.604Z"
jobshop_la20;1;Optimum;902;902;0.05;0.03;0.05;23;853;14;76435;33217;3881600;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:30.656Z"
jobshop_la21;1;Optimum;1046;1046;1.49;0.52;1.49;55;20934;139;2011255;895582;4575232;0;150;146;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:32.152Z"
jobshop_la22;1;Optimum;927;927;0.28;0.27;0.28;54;3735;48;423461;179140;3951680;0;150;146;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:32.455Z"
jobshop_la23;1;Optimum;1032;1032;0.03;0.03;0.00;31;147;8;33498;9713;3950400;0;150;146;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:32.506Z"
jobshop_la24;1;Optimum;935;935;0.80;0.56;0.80;55;10927;85;1110376;480053;3995648;0;150;146;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:33.309Z"
jobshop_la25;1;Optimum;977;977;0.92;0.75;0.92;56;12540;104;1323321;560408;4032512;0;150;146;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:34.251Z"
jobshop_la26;1;Optimum;1218;1218;0.06;0.06;0.00;46;293;12;59908;17865;4114048;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:34.331Z"
jobshop_la27;1;Optimum;1235;1235;0.56;0.56;0.00;83;5379;90;699818;293670;5978688;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:34.909Z"
jobshop_la28;1;Optimum;1216;1216;0.47;0.46;0.00;86;4548;60;612702;247988;5952640;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:04:35.379Z"
jobshop_la29;1;Optimum;1152;1152;100.02;45.45;100.02;95;971686;588;113230406;48733100;5828544;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.423Z"
jobshop_la30;1;Optimum;1355;1355;0.19;0.19;0.00;60;1510;40;222809;85706;5574720;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.629Z"
jobshop_la31;1;Optimum;1784;1784;0.09;0.09;0.00;34;155;11;52321;11899;6321344;0;300;281;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.721Z"
jobshop_la32;1;Optimum;1850;1850;0.03;0.01;0.00;3;7;0;2203;9;4639360;0;300;281;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.753Z"
jobshop_la33;1;Optimum;1719;1719;0.03;0.03;0.00;11;42;3;16477;2611;4665088;0;300;281;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.792Z"
jobshop_la34;1;Optimum;1721;1721;0.09;0.08;0.00;37;178;11;58702;16448;4833920;0;300;281;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.899Z"
jobshop_la35;1;Optimum;1888;1888;0.08;0.08;0.00;23;158;12;51952;12432;6295168;0;300;281;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:15.986Z"
jobshop_la36;1;Optimum;1268;1268;0.41;0.31;0.41;51;3861;62;582527;223054;4890624;0;225;226;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:16.397Z"
jobshop_la37;1;Optimum;1397;1397;0.25;0.25;0.00;68;2072;50;338937;127496;6033664;0;225;226;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:16.666Z"
jobshop_la38;1;Optimum;1196;1196;5.66;4.49;5.66;71;55095;255;7809156;3119250;6169536;0;225;226;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:22.347Z"
jobshop_la39;1;Optimum;1233;1233;0.51;0.44;0.50;81;4957;68;738548;289458;6035200;0;225;226;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:22.871Z"
jobshop_la40;1;Optimum;1222;1222;0.88;0.49;0.88;57;8136;96;1226165;486561;6010624;0;225;226;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:23.757Z"
jobshop_orb01;1;Optimum;1059;1059;0.51;0.22;0.50;42;9424;93;751748;349809;3736512;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:24.281Z"
jobshop_orb02;1;Optimum;888;888;0.10;0.07;0.10;56;1609;30;146772;64610;3881728;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:24.403Z"
jobshop_orb03;1;Optimum;1005;1005;0.35;0.06;0.35;65;6939;58;481467;237660;3653056;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:24.770Z"
jobshop_orb04;1;Optimum;1005;1005;0.14;0.10;0.14;42;2353;41;198889;90652;3714496;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:24.928Z"
jobshop_orb05;1;Optimum;887;887;0.18;0.05;0.18;35;2779;36;245733;111251;3872512;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:25.111Z"
jobshop_orb06;1;Optimum;1010;1010;0.28;0.26;0.28;49;3957;58;377492;166194;3902976;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:25.394Z"
jobshop_orb07;1;Optimum;397;397;0.10;0.04;0.10;27;1942;27;153879;68805;3881728;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:25.517Z"
jobshop_orb08;1;Optimum;899;899;0.05;0.05;0.05;49;863;22;80252;32509;3705600;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:25.570Z"
jobshop_orb09;1;Optimum;934;934;0.05;0.03;0.05;51;967;19;79393;35762;3884032;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:25.625Z"
jobshop_orb10;1;Optimum;944;944;0.06;0.05;0.06;30;989;18;87593;36960;3883968;0;100;101;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:06:25.689Z"
jobshop_swv01;1;Optimum;1407;1407;50.65;48.28;50.65;91;481057;463;56998270;24204800;6631104;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:07:16.342Z"
jobshop_swv02;1;Optimum;1475;1475;6.60;6.60;0.00;124;58940;338;7497518;3120627;6192320;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:07:22.967Z"
jobshop_swv03;1;Optimum;1398;1398;262.72;247.76;262.72;147;2516939;821;278848011;122241214;6942656;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:11:45.711Z"
jobshop_demirkol_rcmax_40_20_7;1;Optimum;4732;4732;2074.34;2074.34;0.00;362;3896969;581;1921080310;421257845;22466304;0;800;781;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:19:31.601Z"
jobshop_swv05;1;Optimum;1424;1424;115.65;67.72;115.65;158;1104964;626;125939848;54226784;6265344;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:21:27.270Z"
jobshop_demirkol_rcmax_40_20_1;1;Solution;4688;4647;3600.00;133.46;0.00;331;6674571;1133;3260241464;720156885;25517440;0;800;781;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T01:35:06.962Z"
jobshop_swv04;1;Solution;1464;1404;3600.00;3315.42;0.00;139;33332215;1172;4032930400;1705085900;7187328;0;200;191;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T02:11:45.733Z"
jobshop_swv06;1;Solution;1690;1572;3600.00;2498.11;0.00;183;24954926;1351;4136127772;1573021965;10107776;0;300;296;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T02:21:27.293Z"
jobshop_swv07;1;Solution;1614;1406;3600.00;205.33;0.00;157;22803966;930;3774101250;1453594722;8259584;0;300;296;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T02:35:06.987Z"
jobshop_swv08;1;Solution;1783;1614;3600.00;2766.28;0.00;146;23402074;930;4142530229;1519030932;8374144;0;300;296;"Optal 0.9.1.9 6f4f13f0";4;3600;"--timeLimit 3600 --nbWorkers 4 --randomSeed 1 --logLevel 0 --worker0.searchType FDS --worker0.noOverlapPropagationLevel 4 --worker0.cumulPropagationLevel 3 --worker1.searchType FDS --worker1.noOverlapPropagationLevel 4 --worker1.cumulPropagationLevel 3 ";"AMD Ryzen 9 5950X";"2023-07-05T03:11:45.756Z"
